id,user,created_at,text,fav,RT,follower,follows,user_id,check
1268395228903309314,erikotawanwan,2020-06-04 04:12:42,@hirolovesaku @poesakikenshi コロナは煙幕なんだよフェイクなんだよ実際には、裏側ですごいことが起こってるマスク外して、世界をみよう！,2,1,67,59,198022515,
1268395138251780096,uP9TVcK6MbaWAe6,2020-06-04 04:12:21,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,60,63,1179362557305294848,
1268393934885023744,okakanohitorigo,2020-06-04 04:07:34,RT @miyamiya039: 今日も目に入ったツイート。コロナはフェイク説。あとかかってる人見たことないって。もうね、そんな人は不思議ネットでも見て、異世界へ行ってきたスレでも読んどってくれw私も不思議な話好きだけどさ、感染してる人に失礼だわ。フェイクで人は死なないよ。,0,49,300,224,1212391877376233472,
1268393354875662336,fuguten,2020-06-04 04:05:16,@tyaya9822 コロナ流行で死者続出は実はフェイクだった。国民を家に閉じ込めて経済的にも精神的にも追い込み。その間に…って、陰謀説そのままですね。でも、この写真自体が陰謀説を裏付けさせる為の陰謀かもと思ってしまう。陰謀のなりすまし的な、何か。,1,0,41044,39298,37865973,
1268392347974303745,matango888,2020-06-04 04:01:16,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,484,295,77845207,
1268391773128192000,km0910,2020-06-04 03:58:58,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,397,547,55247626,
1268391099585847297,tamyasaburou,2020-06-04 03:56:18,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,109,44,340861981,
1268391046443986949,zzr3796a,2020-06-04 03:56:05,RT @ototoi_kiyagare: 「根拠なき陰謀論」の根拠が続々と発覚してますね🤣【芋掘り】「オバマゲート」トランプ米大統領が主張　コロナ対応で支持率低下？、再選へ攻勢　主要メディアは一蹴「根拠なき陰謀論」 |  沖縄タイムス＋フェイク https://t.co/V…,0,107,1032,1246,1254338417539772416,
1268390964579627010,ppppppsgsg03,2020-06-04 03:55:46,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,33,260,922111661686661122,
1268390288998805507,aya___pk,2020-06-04 03:53:05,@ringoringo3210 @KANA61996938 コロナが、そのためのフェイクとかいう人もいるけど、そんなんしないで、「無料の健康診断」でもしてくれれば、飛びついて、ちっくんしちゃう人多数だったと思うのに,4,0,760,155,1233594522468147200,
1268389423630041088,rPmqXkG25mxjcIN,2020-06-04 03:49:38,RT @miyamiya039: 今日も目に入ったツイート。コロナはフェイク説。あとかかってる人見たことないって。もうね、そんな人は不思議ネットでも見て、異世界へ行ってきたスレでも読んどってくれw私も不思議な話好きだけどさ、感染してる人に失礼だわ。フェイクで人は死なないよ。,0,49,187,187,1020251245003411457,
1268388865913401346,aoinoouchi1,2020-06-04 03:47:25,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,192,195,916928627198935041,
1268387749473554438,rolruz,2020-06-04 03:42:59,コロナウイルス第二波フェイク騒動起こすよって意味でしょ？👇最初のやつもこうやってカバールメディアが煽ってたよね,0,0,91,140,189573011,
1268387168193396737,metetsu1,2020-06-04 03:40:41,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,262,244,1151055720197939201,
1268387096189825024,nojonojobuko,2020-06-04 03:40:23,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,79,94,264753022,
1268386545238634497,ikayozz,2020-06-04 03:38:12,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,59,129,801492962148380672,
1268386275930673154,Kanzas30969130,2020-06-04 03:37:08,@wanpakuten コロナはフェイクだと政府もわかってるから実行しようとしてるのでは？でもオリンピック開催するとテロに会うのは必至な気がするのですが…もしかしてそれも承知の上での開催かな,1,0,896,2065,1210163110796910593,
1268385973315878913,2825Light,2020-06-04 03:35:56,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,410,241,1222299304078893056,
1268384862857080833,tochiginomama,2020-06-04 03:31:31,RT @miyamiya039: 今日も目に入ったツイート。コロナはフェイク説。あとかかってる人見たことないって。もうね、そんな人は不思議ネットでも見て、異世界へ行ってきたスレでも読んどってくれw私も不思議な話好きだけどさ、感染してる人に失礼だわ。フェイクで人は死なないよ。,0,49,1012,1859,1247457781805797377,
1268384686306234369,nasukazu7,2020-06-04 03:30:49,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,60,85,2554662458,
1268383793649352704,ipv6waterstar,2020-06-04 03:27:16,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,297,216,57597129,
1268383612610596867,Linda45085769,2020-06-04 03:26:33,RT @nemnem99999: @Bjorn11089560 コロナは存在しない？嘘？フェイク？なのかな,0,1,595,124,995986050915823617,
1268383612610596867,Linda45085769,2020-06-04 03:26:33,RT @nemnem99999: @Bjorn11089560 コロナは存在しない？嘘？フェイク？なのかな,0,1,595,124,995986050915823617,
1268382592769769475,masa083029,2020-06-04 03:22:30,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,450,1001,3322593450,
1268380084672401408,IT_yosi,2020-06-04 03:12:32,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,80,135,1104772229013757952,
1268379033768611848,nnXU6nogVCU3ige,2020-06-04 03:08:21,RT @miyamiya039: 今日も目に入ったツイート。コロナはフェイク説。あとかかってる人見たことないって。もうね、そんな人は不思議ネットでも見て、異世界へ行ってきたスレでも読んどってくれw私も不思議な話好きだけどさ、感染してる人に失礼だわ。フェイクで人は死なないよ。,0,49,207,234,1220018890719162368,
1268378891573317632,aula531,2020-06-04 03:07:47,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,117,205,945329464388460544,
1268378850779475968,miyamiya039,2020-06-04 03:07:38,今日も目に入ったツイート。コロナはフェイク説。あとかかってる人見たことないって。もうね、そんな人は不思議ネットでも見て、異世界へ行ってきたスレでも読んどってくれw私も不思議な話好きだけどさ、感染してる人に失礼だわ。フェイクで人は死なないよ。,205,49,449,149,1095924734309486592,
1268377974476136450,bokurano_kurasi,2020-06-04 03:04:09,RT @kj666japan: 多くの医学者が、コロナ・パンデミックはフェイクだと暴露している。,0,5,180,178,3301230237,
1268375989706354688,moominmasa,2020-06-04 02:56:15,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,262,984,1662815006,
1268375902460633088,trufeelingblack,2020-06-04 02:55:55,@KIDS68931531 @_______u02 そうそう！とにかく学術的な事はともかく、「コロナが化け物のように恐ろい」というイメージがフェイクという点では、皆一致してますよね。,1,0,327,288,2909730570,
1268375247943692288,lovepassion88,2020-06-04 02:53:19,RT @kj666japan: 多くの医学者が、コロナ・パンデミックはフェイクだと暴露している。,0,5,504,26,2347846536,
1268375208961863682,narumakudo3,2020-06-04 02:53:09,@renho_sha コロナ後の世界を想像すると、今のところ不安でいっぱいです😷香港、アメリカ、中国、現在、人種差別、SNS、誹謗中傷、自由、平和、フェイク、マスメディア、放送、金、選挙、情報量崩壊している、未来に明かりを、,0,0,0,0,1267084806082359299,
1268375201344937984,kikolikko,2020-06-04 02:53:07,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,131,225,52708298,
1268375097338769409,ayam_tabatha,2020-06-04 02:52:43,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,221,356,1228542305516130308,
1268374573046611970,boN5qd2Qq0ziKCh,2020-06-04 02:50:38,RT @kj666japan: 多くの医学者が、コロナ・パンデミックはフェイクだと暴露している。,0,5,655,1120,1002966878686334977,
1268373844143689728,MywbbA9JtV3Eu11,2020-06-04 02:47:44,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,99,229,819899041144180736,
1268373485539082240,nSC632GRAxl3pgY,2020-06-04 02:46:18,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,74,123,913549780659212288,
1268373474273185793,momoji05,2020-06-04 02:46:16,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,882,1537,328515286,
1268372663312891904,keroronyu,2020-06-04 02:43:02,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,124,364,2751548400,
1268372635286556672,toshie390,2020-06-04 02:42:56,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,45,55,3007318848,
1268372507020496896,mukokusekigun,2020-06-04 02:42:25,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,93,368,1264363804923539456,
1268372338619199488,ekok96600170,2020-06-04 02:41:45,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,2,169,1261850673882136577,
1268370722604253184,FiwqENoFJ1T1yGL,2020-06-04 02:35:20,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,37,59,1247649553001529344,
1268369396705054720,imooky50,2020-06-04 02:30:03,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,53,116,276399082,
1268368299261231105,0nEdzUxg8Xoxdv2,2020-06-04 02:25:42,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,53,74,1115440239151996928,
1268367585168355328,czsgbqvb,2020-06-04 02:22:52,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,395,1190,854648016631865344,
1268366656155213825,anti_baikoku,2020-06-04 02:19:10,RT @mimi_saku_H: @kkts19799135 僕も緊急事態宣言解除ギリギリまでは信じてました。マスクしてない人を嫌い、人や外出を避けた。しかし、最近いろいろ調べたり、自分や知人の周りの状況を見ていると、コロナがフェイクである方が辻褄が合うことを感じました。人…,0,6,292,121,2634548010,
1268365510212632576,wtrr12,2020-06-04 02:14:37,RT @sakurai_piano: @men31021 @hikakin 私もいろいろな情報を元に考えた末、1ヶ月前からマスクを外しました☺️なんで咳が出ておらず黙っているだけなのにみんなマスクつけてるんだ？🤔と毎日不思議です。コロナは｢フェイク｣であり、とある目…,0,6,56,99,1257305685122924552,
1268365362828992512,tt2253,2020-06-04 02:14:02,RT @kj666japan: 多くの医学者が、コロナ・パンデミックはフェイクだと暴露している。,0,5,420,407,974802204212133888,
1268364865170632705,raccomaiko,2020-06-04 02:12:03,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,36,49,909452361734619136,
1268364559774957568,anti_baikoku,2020-06-04 02:10:50,RT @06BXdGsSepFYGBp: @hikakin まだそこ？コロナはフェイクだと気づけ影響力あんだから変な洗脳するな,0,1,292,121,2634548010,
1268363762743959552,kj666japan,2020-06-04 02:07:40,多くの医学者が、コロナ・パンデミックはフェイクだと暴露している。,11,5,1754,227,269843571,
1268362616918798336,HikoboshiTomo,2020-06-04 02:03:07,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,194,695,766581629154242560,
1268361790871662592,magurin4570,2020-06-04 01:59:50,たまたま見かけたけど、「コロナはフェイク」ていう考え方の人もいるのね。ビックリしたわ。何かの目標を達成するためらしい。へぇ…,8,0,390,376,225271546,
1268360940870791169,nemnem99999,2020-06-04 01:56:27,@Bjorn11089560 コロナは存在しない？嘘？フェイク？なのかな,9,1,567,640,1214079127587655685,
1268360730828365825,tanuki0223,2020-06-04 01:55:37,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,1314,1330,481068653,
1268360561487605760,sakura_kuretti,2020-06-04 01:54:57,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,339,427,310262648,
1268359680557936642,Ricatika,2020-06-04 01:51:27,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,56,35,1059452508,
1268359491889688576,Dawning_1,2020-06-04 01:50:42,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,1445,1306,308650574,
1268358676886089729,pall336_2,2020-06-04 01:47:28,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,202,66,1250336841049329666,
1268356577041371136,ayanon0228,2020-06-04 01:39:07,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,197,399,193625280,
1268354241782878209,umeko_0731,2020-06-04 01:29:50,ついにコロナはフェイクとか言い出したよこの教師  ヤバいて  ヤバいて,1,0,304,303,1015225642231595009,
1268353214853734400,kiyomaro33,2020-06-04 01:25:45,RT @GarhaBD: アメリカにおいて、ソロス率いる大手メディアがなりふり構わぬ大フェイク祭を展開中。同時に東京では東京アラートなどという赤いライトアップの祭が始まりました1日に３０人が感染したとのことですが、コロナとやらは危険な病気ですか？検査薬は本物ですか？病院経営…,0,78,3466,3903,3251104500,
1268353149430951936,banzairection,2020-06-04 01:25:30,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,218,174,2503813850,
1268352328383381510,syuzutamarin,2020-06-04 01:22:14,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,60,203,3958018154,
1268351768821239808,mo_mo_mo_mo_,2020-06-04 01:20:01,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,75,144,189439234,
1268351594522763266,tfmmtyr,2020-06-04 01:19:19,RT @love32rabbit: どうなったら、コロナなんて存在しない、これは陰謀なんだってゆう考えになるんだろうじゃあ、ブラジルで死者がたくさん出ているのは何？海外で医療崩壊してるのはなぜ？それもフェイクだと言うの？んなバカな話しあるかいじゃあ現地行ってみてき…,0,10,65,194,2996224076,
1268350649390882817,8zxtpdLebnCxzNc,2020-06-04 01:15:34,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,77,118,893697126214926336,
1268349624466563080,RSLGcrQjZe1kKmX,2020-06-04 01:11:29,RT @mimi_saku_H: @kkts19799135 僕も緊急事態宣言解除ギリギリまでは信じてました。マスクしてない人を嫌い、人や外出を避けた。しかし、最近いろいろ調べたり、自分や知人の周りの状況を見ていると、コロナがフェイクである方が辻褄が合うことを感じました。人…,0,6,108,108,1190762513035481088,
1268348104316563459,suisei214,2020-06-04 01:05:27,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,363,376,118587850,
1268348001539375104,EsFgvQKZWtMnZjL,2020-06-04 01:05:02,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,73,41,1252878920875044866,
1268347340886126594,momonya0328,2020-06-04 01:02:25,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,73,278,2344583834,
1268347200628654084,kotokoyan,2020-06-04 01:01:52,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,1782,2242,435629796,
1268346707894431744,anram01,2020-06-04 00:59:54,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,206,240,147486547,
1268346620283764736,ririmatsu_tw,2020-06-04 00:59:33,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,54,180,2889949849,
1268345743078641664,takuno21,2020-06-04 00:56:04,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,204,449,108267587,
1268345524257648640,ursusmaritimuss,2020-06-04 00:55:12,RT @nobuogohara: 拙著、本日発売。「PJ機で到着直後のゴーン会長衝撃の逮捕」の”フェイク映像”（朝日）から始まり、突然のレバノン不正出国に至るまで、誤った報道で、事件は根本的に誤解された。その「歪んだ報道の構図」は、政府のコロナ感染拡大対策、倒産危機に直面する日…,0,316,348,620,714666104136867840,
1268345269814325248,anti_baikoku,2020-06-04 00:54:11,RT @sakurai_piano: @men31021 @hikakin 私もいろいろな情報を元に考えた末、1ヶ月前からマスクを外しました☺️なんで咳が出ておらず黙っているだけなのにみんなマスクつけてるんだ？🤔と毎日不思議です。コロナは｢フェイク｣であり、とある目…,0,6,292,121,2634548010,
1268345241997721602,soichisy,2020-06-04 00:54:05,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,208,339,517600220,
1268344944210571264,poco19560907pc,2020-06-04 00:52:54,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,703,1387,146684348,
1268344592757223426,jojonyan,2020-06-04 00:51:30,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,212,581,259253555,
1268344290175901696,tamanyo,2020-06-04 00:50:18,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,1905,3584,53330139,
1268343410177368064,gomasen_fericek,2020-06-04 00:46:48,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,176,152,1464341156,
1268343049974931457,museny1,2020-06-04 00:45:22,RT @aiko33151709: 日本のメディアの皆さん、「日本だけコロナ死者数が少ない」とか「日本の奇跡」と書くのはもうやめませんか。「日本すごい」TVを想起させる！フェイクですよ。確かに欧米と比べれば少ないかもしれないがアジア・大洋州では最悪の死者数で間もなく1000人に…,0,919,173,89,1861938217,
1268339909468712960,NASU8889,2020-06-04 00:32:53,「コロナはフェイク」とか言ってる人ごく一部かと思ったらわりと多いんだな。日本人は見た目まともな人までオカルト脳で目眩がする。こういうのがまさに陰謀論なのに、5G問題とかの方が何故か陰謀論扱いされてるの草,3,0,87,69,1173123070157971457,
